numero_compte,code_client,type_compte,produit_bancaire,statut_compte,date_ouverture,devise,solde_initial
237-01-724515879,CUST-0002647,Tontine,Compte tontine,Actif,2023-07-07,FCFA,194010
237-01-741997244,CUST-0003136,Professionnel,Compte professionnel,Actif,2021-07-20,XAF,4162084
237-01-217759090,CUST-0001764,Épargne,Épargne projet,Actif,2025-03-27,FCFA,2818693
237-01-253144865,CUST-0000743,Professionnel,Crédit scolaire,Actif,2025-10-03,FCFA,4808948
237-01-212705862,CUST-0003457,Épargne,Épargne jeune,Actif,2024-09-26,XAF,408940
237-01-198293803,CUST-0002568,Commerçant,Compte commerçant,Actif,2018-10-21,FCFA,1127066
237-01-329048640,CUST-0002131,Épargne,Épargne jeune,Actif,2020-09-05,FCFA,2528579
237-01-621620550,CUST-0000853,Épargne,Épargne projet,Actif,2018/02/28,FCFA,2629928
237-01-469837613,CUST-0005545,Professionnel,Compte professionnel,Actif,2026-04-10,FCFA,1272261
237-01-284832476,CUST-0000513,Courant,Compte courant,Actif,2018-06-24,XAF,1172820
237-01-823919556,CUST-0004478,Courant,Compte salaire,Actif,2024-03-27,XAF,1620191
237-01-749664414,CUST-0002131,Épargne,Épargne projet,Actif,2022-04-22,FCFA,2897159
237-01-679341552,CUST-0001301,Tontine,Compte tontine,Actif,2022-12-09,FCFA,443045
237-01-813666946,CUST-0004168,Courant,Compte salaire,Actif,2026-04-10,XAF,3788807
237-01-921056024,CUST-0000177,Courant,Compte salaire,Actif,2024-02-08,XAF,4269487
237-01-662597128,CUST-0000268,Épargne,Épargne projet,Actif,2022-01-31,XAF,3222477
237-01-906383844,CUST-0004336,Épargne,Épargne classique,Bloqué,2024-08-22,FCFA,558237
237-01-226667003,CUST-0001611,Professionnel,Compte professionnel,Actif,2020-12-02,FCFA,3096160
237-01-598596366,CUST-0000552,Association,Compte association,Actif,2024-01-22,XAF,4189291
237-01-832257709,CUST-0003728,Épargne,Épargne jeune,Clôturé,2017-11-08,XAF,1518409
237-01-198153820,CUST-0002669,Courant,Compte courant,Actif,2021-09-06,FCFA,1140179
237-01-231112682,CUST-0005867,Association,Compte association,Actif,04/09/2019,XAF,3142655
237-01-761994269,CUST-0004212,Courant,Compte salaire,Actif,2020-10-26,FCFA,1863280
237-01-791151155,CUST-0002364,Courant,Compte salaire,Actif,2017-01-20,XAF,2793286
237-01-356114657,CUST-0000244,Épargne,Épargne classique,Actif,2024-12-12,XAF,2334773
237-01-343513963,CUST-0003150,Épargne,Épargne jeune,Actif,2024-03-24,XAF,1752593
237-01-628903018,CUST-0005984,Courant,Compte courant,Actif,2017-06-03,FCFA,1968551
237-01-953330284,CUST-0000254,Épargne,Épargne projet,Actif,2023/01/24,FCFA,1181499
237-01-283750808,CUST-0004039,Courant,Compte salaire,Actif,2021/09/30,XAF,4731460
237-01-468032273,CUST-0001073,Commerçant,Compte commerçant,Actif,2019/11/13,XAF,4465329
237-01-947271283,CUST-0004178,Épargne,Épargne projet,Actif,2024-07-08,XAF,4623298
237-01-255973606,CUST-0000968,Professionnel,Compte professionnel,Actif,21/12/2020,XAF,3253039
237-01-318228394,CUST-0006160,Professionnel,Compte professionnel,Actif,2020-10-20,FCFA,798321
237-01-770988797,CUST-0001555,Tontine,Compte tontine,Clôturé,2021-06-16,FCFA,4640321
237-01-119943473,CUST-0006026,Épargne,Épargne projet,Actif,2019-09-19,FCFA,2198042
237-01-999276626,CUST-0005191,Professionnel,Crédit scolaire,Clôturé,2021-10-01,XAF,881720
237-01-219625881,CUST-0003710,Association,Compte association,Dormant,2020-04-01,FCFA,2992383
237-01-668937937,CUST-0001211,Professionnel,Crédit commercial,Actif,2025-04-08,FCFA,2620174
237-01-249245075,CUST-0002631,Professionnel,Crédit commercial,Actif,2024-11-22,XAF,1502651
237-01-738721564,CUST-0000577,Professionnel,Crédit commercial,Actif,2021-07-21,XAF,1685153
237-01-138482767,CUST-0002224,Courant,Compte courant,Actif,2020-08-24,XAF,2548561
237-01-466855668,CUST-0005410,Courant,Compte salaire,Actif,21/02/2024,XAF,1691224
237-01-649702778,CUST-0003934,Tontine,Compte tontine,Actif,2018-04-17,FCFA,829443
237-01-895870106,CUST-0002078,Épargne,Épargne projet,Actif,2017-02-08,XAF,4375676
237-01-577864560,CUST-0005362,Courant,Compte salaire,Actif,2023-04-13,FCFA,3796236
237-01-858940350,CUST-0003976,Professionnel,Crédit commercial,Actif,2020/10/22,XAF,2281768
237-01-550777611,CUST-0004349,Association,Compte association,Actif,2023/08/05,XAF,4397316
237-01-661587493,CUST-0003262,Épargne,Épargne projet,Actif,2022-06-26,FCFA,545942
237-01-679033784,CUST-0005260,Professionnel,Crédit commercial,Actif,2020-11-05,FCFA,2092112
237-01-339830294,CUST-0000123,Association,Compte association,Actif,2022-05-17,FCFA,4000999
237-01-927826723,CUST-0001998,Courant,Compte salaire,Actif,2019/10/29,FCFA,994444
237-01-890347129,CUST-0002236,Professionnel,Crédit commercial,Actif,2021/09/06,XAF,3539137
237-01-958321334,CUST-0005217,Courant,Compte salaire,Dormant,2025-04-01,FCFA,3196
237-01-612854517,CUST-0003594,Épargne,Épargne jeune,Actif,2025-01-27,XAF,308565
237-01-635612543,CUST-0004850,Courant,Compte salaire,Bloqué,2018-08-29,FCFA,4498095
237-01-488112719,CUST-0006083,Courant,Compte courant,Actif,2025-11-19,FCFA,2368770
237-01-605719047,CUST-0002897,Courant,Compte courant,Actif,2024-01-28,FCFA,4479568
237-01-660418620,CUST-0003932,Tontine,Compte tontine,Actif,2023-10-11,XAF,1718985
237-01-258606358,CUST-0001577,Professionnel,Crédit scolaire,Actif,2019-04-23,XAF,4986816
237-01-849088207,CUST-0004312,Professionnel,Crédit scolaire,Actif,2020-10-08,FCFA,326125
237-01-470969859,CUST-0001435,Épargne,Épargne projet,Actif,2023-01-03,XAF,4877927
237-01-941628205,CUST-0006003,Tontine,Compte tontine,Actif,2017-02-13,XAF,4096630
237-01-869501887,CUST-0001386,Professionnel,Crédit scolaire,Actif,2021/02/20,FCFA,2190729
237-01-121947931,CUST-0005323,Épargne,Épargne projet,Actif,2025-08-13,XAF,2226519
237-01-311140297,CUST-0005050,Courant,Compte salaire,Actif,2026-04-25,XAF,3134418
237-01-222105964,CUST-0003963,Tontine,Compte tontine,Actif,2017-07-19,XAF,4464487
237-01-694998095,CUST-0000698,Courant,Compte salaire,Actif,2024-01-12,FCFA,995554
237-01-875058905,CUST-0003493,Épargne,Épargne classique,Actif,2020-06-08,XAF,2978432
237-01-479336459,CUST-0000459,Courant,Compte salaire,Actif,2020-10-16,FCFA,2768450
237-01-216321272,CUST-0001535,Professionnel,Crédit commercial,Actif,2018-03-05,XAF,654851
237-01-776283402,CUST-0000958,Professionnel,Compte professionnel,Actif,2017/07/22,XAF,794532
237-01-911732101,CUST-0004444,Épargne,Épargne jeune,Actif,2021-12-30,XAF,1592183
237-01-878316892,CUST-0005882,Professionnel,Compte professionnel,Actif,2024-04-01,FCFA,105542
237-01-132406646,CUST-0003287,Commerçant,Compte commerçant,Actif,2022-09-11,XAF,2998123
237-01-657859009,CUST-0003950,Courant,Compte salaire,Actif,2022/11/09,XAF,2387083
237-01-493141722,CUST-0002635,Courant,Compte courant,Actif,2024-03-03,FCFA,1410745
237-01-571275684,CUST-0005721,Commerçant,Compte commerçant,Actif,2025/08/15,XAF,4015401
237-01-565749130,CUST-0001546,Professionnel,Compte professionnel,Actif,2018-12-20,XAF,3189742
237-01-917566478,CUST-0000028,Commerçant,Compte commerçant,Actif,2018-05-07,XAF,4249090
237-01-716423227,CUST-0002614,Tontine,Compte tontine,Actif,29/09/2022,XAF,2294105
237-01-664990068,CUST-0002408,Courant,Compte salaire,Clôturé,2025-09-23,FCFA,4215849
237-01-248311123,CUST-0003922,Commerçant,Compte commerçant,Actif,2025-05-11,XAF,3370730
237-01-279836370,CUST-0003692,Association,Compte association,Actif,2025-12-16,XAF,365427
237-01-971522719,CUST-0004228,Courant,Compte courant,Actif,2024-08-20,XAF,1382892
237-01-778984915,CUST-0001876,Épargne,Épargne classique,Actif,2022-11-06,XAF,2807226
237-01-908872926,CUST-0003178,Association,Compte association,Actif,2024-01-04,FCFA,889600
237-01-538294275,CUST-0001850,Professionnel,Crédit scolaire,Dormant,2018-04-23,FCFA,1105608
237-01-612238532,CUST-0003687,Courant,Compte courant,Actif,2020-10-24,XAF,4087910
237-01-590992366,CUST-0005334,Épargne,Épargne projet,Dormant,2017-12-02,XAF,727847
237-01-207382571,CUST-0000171,Professionnel,Crédit commercial,Actif,2020-02-09,XAF,135553
237-01-812538599,CUST-0003834,Épargne,Épargne projet,Actif,2020-08-17,FCFA,4883618
237-01-942478199,CUST-0003914,Tontine,Compte tontine,Actif,2025-09-08,XAF,168535
237-01-771680514,CUST-0003480,Courant,Compte courant,Actif,2022-03-05,XAF,642975
237-01-665462123,CUST-0004498,Épargne,Épargne classique,Actif,2020-12-14,XAF,775080
237-01-680543093,CUST-0000790,Commerçant,Compte commerçant,Dormant,2022-03-17,XAF,319022
237-01-538339170,CUST-0001929,Tontine,Compte tontine,Actif,2017-06-12,FCFA,4244075
237-01-478460462,CUST-0005910,Épargne,Épargne projet,Actif,2019-08-13,XAF,3808862
237-01-765298147,CUST-0000781,Épargne,Épargne projet,Actif,2018-12-14,FCFA,928701
237-01-957759151,CUST-0001969,Épargne,Épargne classique,Dormant,20/05/2026,XAF,1122531
237-01-325350752,CUST-0005437,Tontine,Compte tontine,Actif,2018-05-25,XAF,1140323
237-01-119034024,CUST-0003442,Épargne,Épargne classique,Bloqué,2025-08-28,FCFA,337481
237-01-663777354,CUST-0002606,Épargne,Épargne projet,Actif,2025-10-29,FCFA,1610284
237-01-792254297,CUST-0002604,Professionnel,Crédit scolaire,Actif,2023-05-18,XAF,4470616
237-01-106446729,CUST-0002598,Courant,Compte salaire,Actif,2020-02-04,FCFA,1116026
237-01-837044917,CUST-0001504,Professionnel,Compte professionnel,Dormant,2019-04-07,XAF,886573
237-01-542879479,CUST-0005973,Épargne,Épargne jeune,Actif,2021-02-05,XAF,3703186
237-01-639433324,CUST-0005499,Épargne,Épargne classique,Actif,2023-07-02,FCFA,4211134
237-01-863288565,CUST-0006064,Épargne,Épargne classique,Actif,2021-04-13,XAF,3606615
237-01-166027229,CUST-0001305,Tontine,Compte tontine,Actif,2017-04-05,FCFA,3526016
237-01-408487908,CUST-0002036,Tontine,Compte tontine,Bloqué,2020-06-14,FCFA,1998501
237-01-323122380,CUST-0004023,Association,Compte association,Clôturé,2019-10-27,FCFA,1070
237-01-524376440,CUST-0001923,Professionnel,Crédit commercial,Actif,2021-10-29,FCFA,1096171
237-01-979026213,CUST-0000571,Association,Compte association,Actif,2022-10-07,FCFA,468406
237-01-433133086,CUST-0003929,Courant,Compte courant,Dormant,2022-11-17,XAF,3227425
237-01-555847814,CUST-0003972,Professionnel,Crédit commercial,Actif,2025-08-22,FCFA,2026386
237-01-522319983,CUST-0003855,Tontine,Compte tontine,Actif,2023-02-22,FCFA,1947857
237-01-156315771,CUST-0000459,Commerçant,Compte commerçant,Actif,31/01/2024,FCFA,3531170
237-01-699172516,CUST-0005691,Épargne,Épargne projet,Actif,01/07/2024,FCFA,593123
237-01-848296167,CUST-0002337,Courant,Compte courant,Actif,2023-10-04,FCFA,4552826
237-01-573416096,CUST-0001402,Commerçant,Compte commerçant,Actif,2024-03-30,XAF,691183
237-01-657112406,CUST-0000521,Courant,Compte salaire,Actif,2017-04-23,FCFA,1474788
237-01-633078994,CUST-0005740,Commerçant,Compte commerçant,Actif,08/10/2021,XAF,3103285
237-01-314994456,CUST-0004060,Courant,Compte courant,Actif,2021-08-31,XAF,1417587
237-01-436356058,CUST-0004337,Épargne,Épargne jeune,Actif,2024/11/18,FCFA,4312584
237-01-737803264,CUST-0005389,Professionnel,Crédit scolaire,Bloqué,2022/04/18,FCFA,253542
237-01-746352478,CUST-0001756,Courant,Compte salaire,Dormant,31/01/2017,XAF,3406151
237-01-927033722,CUST-0001483,Tontine,Compte tontine,Actif,2025-06-06,XAF,961338
237-01-403261407,CUST-0004816,Professionnel,Crédit scolaire,Actif,2017-05-26,XAF,3606427
237-01-521691417,CUST-0003527,Épargne,Épargne jeune,Actif,2024-07-06,XAF,820052
237-01-433141082,CUST-0002195,Épargne,Épargne projet,Actif,2026-05-14,XAF,4052929
237-01-477624511,CUST-0000025,Professionnel,Crédit commercial,Actif,2025-11-23,XAF,786735
237-01-585097124,CUST-0002849,Professionnel,Compte professionnel,Actif,2019-08-13,FCFA,3329121
237-01-363175422,CUST-0003044,Commerçant,Compte commerçant,Actif,2018-09-17,FCFA,4711441
237-01-277923181,CUST-0005535,Épargne,Épargne projet,Bloqué,2018-03-20,XAF,4054878
237-01-635915967,CUST-0001070,Épargne,Épargne jeune,Actif,2020/11/18,XAF,4242569
237-01-530861942,CUST-0001272,Commerçant,Compte commerçant,Actif,2024-07-28,FCFA,206683
237-01-676013912,CUST-0000714,Commerçant,Compte commerçant,Actif,21/06/2026,FCFA,3029312
237-01-627475435,CUST-0003074,Professionnel,Crédit commercial,Dormant,2021-07-02,FCFA,3272913
237-01-926526574,CUST-0005778,Association,Compte association,Actif,2017-11-07,XAF,1422955
237-01-570672612,CUST-0004408,Courant,Compte salaire,Actif,2021/05/21,XAF,3857431
237-01-497119694,CUST-0003868,Professionnel,Crédit commercial,Actif,2023-11-03,XAF,387373
237-01-717806020,CUST-0004841,Épargne,Épargne jeune,Actif,2022-05-25,XAF,2767917
237-01-553438297,CUST-0005316,Épargne,Épargne projet,Actif,2020-05-30,XAF,3280816
237-01-903663529,CUST-0002401,Épargne,Épargne classique,Actif,2023/06/04,FCFA,143327
237-01-481831331,CUST-0003295,Épargne,Épargne projet,Dormant,2018-12-24,FCFA,4949375
237-01-126085205,CUST-0002977,Courant,Compte salaire,Actif,2019-01-02,XAF,3882636
237-01-688898369,CUST-0003659,Courant,Compte salaire,Actif,2023-07-04,XAF,1730527
237-01-310563512,CUST-0002235,Épargne,Épargne classique,Dormant,14/07/2025,FCFA,1708509
237-01-702907498,CUST-0002204,Courant,Compte courant,Actif,2025-07-31,XAF,1623308
237-01-453494505,CUST-0000281,Professionnel,Compte professionnel,Actif,2021-01-21,FCFA,3391203
237-01-740102675,CUST-0000301,Courant,Compte salaire,Actif,2022-04-26,FCFA,2433426
237-01-898645547,CUST-0005333,Professionnel,Crédit scolaire,Actif,2024-04-29,FCFA,1969772
237-01-226595607,CUST-0004989,Professionnel,Crédit scolaire,Clôturé,2017/09/01,FCFA,1235723
237-01-961179921,CUST-0005239,Professionnel,Crédit scolaire,Actif,2023-12-22,XAF,4420119
237-01-414106749,CUST-0002449,Épargne,Épargne projet,Actif,2020-11-18,XAF,1627515
237-01-382480860,CUST-0000527,Professionnel,Crédit scolaire,Actif,20/11/2022,XAF,3163531
237-01-260455039,CUST-0004445,Épargne,Épargne projet,Actif,2023-02-06,XAF,3154034
237-01-346198602,CUST-0002237,Professionnel,Crédit commercial,Actif,2018-06-25,FCFA,1665810
237-01-163733022,CUST-0001216,Courant,Compte courant,Actif,2018-11-21,XAF,3667626
237-01-703023464,CUST-0002797,Association,Compte association,Actif,2018-08-21,XAF,1426008
237-01-168763920,CUST-0005164,Commerçant,Compte commerçant,Actif,2019/01/11,XAF,1780108
237-01-728684137,CUST-0001869,Professionnel,Crédit commercial,Actif,2026/06/25,XAF,758365
237-01-860547931,CUST-0002456,Commerçant,Compte commerçant,Actif,2021-08-06,XAF,179672
237-01-375318555,CUST-0005820,Professionnel,Crédit scolaire,Dormant,2018-05-11,FCFA,2828035
237-01-920069052,CUST-0005130,Épargne,Épargne jeune,Actif,2022-03-19,FCFA,639389
237-01-110641196,CUST-0002009,Courant,Compte salaire,Actif,2017-06-29,XAF,2415656
237-01-159920298,CUST-0005547,Professionnel,Crédit commercial,Actif,11/08/2019,XAF,4367019
237-01-176856854,CUST-0004126,Épargne,Épargne classique,Actif,2017-05-10,FCFA,1009734
237-01-742110822,CUST-0005547,Professionnel,Crédit scolaire,Actif,2024-12-06,XAF,4261358
237-01-814480040,CUST-0005088,Courant,Compte salaire,Actif,2024/12/02,XAF,1901796
237-01-440278947,CUST-0003847,Professionnel,Crédit commercial,Actif,2017-12-04,XAF,3577903
237-01-439681692,CUST-0005084,Professionnel,Crédit commercial,Actif,2021-08-19,XAF,3498831
237-01-206371625,CUST-0000766,Tontine,Compte tontine,Bloqué,2023-10-17,XAF,3577843
237-01-504149322,CUST-0005652,Association,Compte association,Actif,2023-11-17,XAF,1692081
237-01-445256970,CUST-0003110,Professionnel,Compte professionnel,Actif,2018/02/18,FCFA,3599781
237-01-796695192,CUST-0003321,Épargne,Épargne classique,Actif,2017-04-16,FCFA,358144
237-01-504318162,CUST-0000911,Épargne,Épargne classique,Bloqué,2017-07-07,FCFA,4655471
237-01-514430542,CUST-0000976,Professionnel,Compte professionnel,Actif,2020-12-09,XAF,2056733
237-01-838653444,CUST-0002921,Association,Compte association,Actif,2017-02-27,XAF,4771609
237-01-189493767,CUST-0003422,Association,Compte association,Actif,2021-10-13,XAF,2684133
237-01-163240800,CUST-0000847,Courant,Compte salaire,Actif,2020-05-21,XAF,698482
237-01-267611952,CUST-0002211,Commerçant,Compte commerçant,Dormant,2026-02-07,XAF,341237
237-01-972965501,CUST-0002143,Courant,Compte salaire,Actif,2026-05-31,FCFA,1682593
237-01-525774238,CUST-0004816,Professionnel,Compte professionnel,Actif,2018-05-09,FCFA,2894841
237-01-859080284,CUST-0006197,Courant,Compte salaire,Actif,2018-03-15,FCFA,3216291
237-01-551031690,CUST-0005698,Commerçant,Compte commerçant,Actif,15/02/2019,XAF,2562056
237-01-305811288,CUST-0005145,Professionnel,Compte professionnel,Actif,2023-08-04,XAF,3611950
237-01-833525912,CUST-0000225,Épargne,Épargne projet,Actif,2021/12/28,XAF,4073359
237-01-235851110,CUST-0004603,Épargne,Épargne classique,Actif,15/03/2021,XAF,1288836
237-01-929495493,CUST-0006197,Professionnel,Compte professionnel,Actif,2025-02-14,XAF,1190758
237-01-347753292,CUST-0002476,Épargne,Épargne jeune,Actif,2018-12-03,FCFA,3345099
237-01-580696800,CUST-0005102,Courant,Compte salaire,Actif,2017/11/28,XAF,4594707
237-01-734364382,CUST-0003911,Professionnel,Crédit commercial,Actif,2021-04-29,XAF,1058967
237-01-169713389,CUST-0001653,Épargne,Épargne classique,Actif,2018-03-14,FCFA,19844
237-01-772996758,CUST-0003552,Épargne,Épargne jeune,Actif,2019-04-09,XAF,2991768
237-01-851031635,CUST-0003700,Tontine,Compte tontine,Actif,2024-01-05,FCFA,4849841
237-01-549166526,CUST-0001795,Professionnel,Crédit scolaire,Actif,2021-05-03,XAF,3289956
237-01-982126433,CUST-0004844,Professionnel,Crédit scolaire,Actif,26/03/2021,XAF,2021070
237-01-986196585,CUST-0000999,Épargne,Épargne projet,Actif,2020-06-20,XAF,2647444
237-01-325737219,CUST-0002718,Association,Compte association,Actif,2025/03/02,XAF,4544363
237-01-538855209,CUST-0002497,Épargne,Épargne classique,Actif,2022-04-15,XAF,1975922
237-01-629127990,CUST-0002173,Épargne,Épargne classique,Actif,2024-11-01,FCFA,3065281
237-01-389087198,CUST-0003152,Association,Compte association,Actif,2021-03-03,XAF,3367797
237-01-109112117,CUST-0002309,Courant,Compte salaire,Actif,2017-05-24,XAF,718339
237-01-742687133,CUST-0002870,Courant,Compte salaire,Bloqué,2024-02-11,FCFA,2113258
237-01-509593818,CUST-0000353,Tontine,Compte tontine,Actif,2023-12-24,FCFA,1610809
237-01-991575870,CUST-0004226,Épargne,Épargne classique,Actif,2022-09-25,FCFA,3161488
237-01-613950558,CUST-0004296,Commerçant,Compte commerçant,Dormant,2018-01-28,FCFA,4946804
237-01-430408458,CUST-0000911,Épargne,Épargne projet,Actif,2019-12-01,FCFA,2266732
237-01-857111839,CUST-0003025,Épargne,Épargne jeune,Actif,2022-02-04,FCFA,3190790
237-01-762581386,CUST-0005236,Courant,Compte salaire,Actif,2019-04-25,XAF,2000427
237-01-453385319,CUST-0002782,Commerçant,Compte commerçant,Actif,2026-02-13,FCFA,2560321
237-01-891885336,CUST-0003765,Courant,Compte salaire,Actif,2025/04/28,FCFA,4618268
237-01-879323713,CUST-0005303,Professionnel,Compte professionnel,Actif,2025-07-10,XAF,2539666
237-01-399784512,CUST-0002841,Courant,Compte courant,Actif,2018-12-15,XAF,793338
237-01-701318595,CUST-0002813,Commerçant,Compte commerçant,Actif,2019-09-09,FCFA,212824
237-01-700996770,CUST-0002500,Professionnel,Compte professionnel,Actif,2025-03-25,XAF,3002898
237-01-433694089,CUST-0000891,Professionnel,Crédit commercial,Actif,2020/08/09,XAF,4940503
237-01-109026454,CUST-0003313,Épargne,Épargne projet,Actif,2022/06/25,XAF,272096
